period,stateid,stateDescription,sectorid,sectorName,price,sales,price-units,sales-units
2022-11,ESC,East South Central,RES,residential,13.7,7924.46033,cents per kilowatthour,million kilowatthours
2022-11,MN,Minnesota,RES,residential,14.18,1734.24388,cents per kilowatthour,million kilowatthours
2022-11,MI,Michigan,RES,residential,17.83,2514.73829,cents per kilowatthour,million kilowatthours
2022-11,MA,Massachusetts,RES,residential,28.07,1377.07796,cents per kilowatthour,million kilowatthours
2022-11,MD,Maryland,RES,residential,15.37,1948.47268,cents per kilowatthour,million kilowatthours
2022-11,ME,Maine,RES,residential,22.23,378.25519,cents per kilowatthour,million kilowatthours
2022-11,LA,Louisiana,RES,residential,13.82,1969.29981,cents per kilowatthour,million kilowatthours
2022-11,KY,Kentucky,RES,residential,13.87,1814.69858,cents per kilowatthour,million kilowatthours
2022-11,KS,Kansas,RES,residential,14.51,937.51395,cents per kilowatthour,million kilowatthours
2022-11,IA,Iowa,RES,residential,12.57,1056.14245,cents per kilowatthour,million kilowatthours
2022-11,IN,Indiana,RES,residential,15.94,2307.227,cents per kilowatthour,million kilowatthours
2022-11,IL,Illinois,RES,residential,17.04,3128.53338,cents per kilowatthour,million kilowatthours
2022-11,ID,Idaho,RES,residential,9.98,910.99307,cents per kilowatthour,million kilowatthours
2022-11,HI,Hawaii,RES,residential,43.8,228.14689,cents per kilowatthour,million kilowatthours
2022-11,GA,Georgia,RES,residential,13.29,4042.1227,cents per kilowatthour,million kilowatthours
2022-10,NJ,New Jersey,RES,residential,16.32,1633.9079,cents per kilowatthour,million kilowatthours
2022-10,AK,Alaska,RES,residential,23.66,159.02724,cents per kilowatthour,million kilowatthours
2022-10,AL,Alabama,RES,residential,15.02,2047.40004,cents per kilowatthour,million kilowatthours
2022-10,HI,Hawaii,RES,residential,44.72,248.57667,cents per kilowatthour,million kilowatthours
2022-10,GA,Georgia,RES,residential,14.06,3868.51003,cents per kilowatthour,million kilowatthours
2022-10,FL,Florida,RES,residential,14.19,10380.68117,cents per kilowatthour,million kilowatthours
2022-10,DC,District of Columbia,RES,residential,15.44,167.4903,cents per kilowatthour,million kilowatthours
2022-10,DE,Delaware,RES,residential,16.36,314.93952,cents per kilowatthour,million kilowatthours
2022-10,CT,Connecticut,RES,residential,24.98,837.55501,cents per kilowatthour,million kilowatthours
2022-10,CO,Colorado,RES,residential,14.8,1403.88575,cents per kilowatthour,million kilowatthours
2022-10,CA,California,RES,residential,25.76,6840.73197,cents per kilowatthour,million kilowatthours
2022-10,AR,Arkansas,RES,residential,12.8,1265.27899,cents per kilowatthour,million kilowatthours
2022-10,AZ,Arizona,RES,residential,13.11,2775.69218,cents per kilowatthour,million kilowatthours
2022-10,PACC,Pacific Contiguous,RES,residential,20.55,10615.24301,cents per kilowatthour,million kilowatthours
2022-10,MTN,Mountain,RES,residential,13.35,7560.71644,cents per kilowatthour,million kilowatthours
2022-10,WSC,West South Central,RES,residential,14.63,17139.29915,cents per kilowatthour,million kilowatthours
2022-10,US,U.S. Total,RES,residential,15.99,99792.19117,cents per kilowatthour,million kilowatthours
2022-10,ESC,East South Central,RES,residential,13.77,7690.47221,cents per kilowatthour,million kilowatthours
2022-10,SAT,South Atlantic,RES,residential,14.16,25649.63054,cents per kilowatthour,million kilowatthours
2022-10,PACN,Pacific Noncontiguous,RES,residential,36.5,407.60391,cents per kilowatthour,million kilowatthours
2022-10,WNC,West North Central,RES,residential,13.15,6775.03855,cents per kilowatthour,million kilowatthours
2022-10,ENC,East North Central,RES,residential,16.57,11878.44395,cents per kilowatthour,million kilowatthours
2022-10,MAT,Middle Atlantic,RES,residential,19.61,8789.60719,cents per kilowatthour,million kilowatthours
2022-10,NEW,New England,RES,residential,25.58,3286.13623,cents per kilowatthour,million kilowatthours
2022-10,WY,Wyoming,RES,residential,12,183.94483,cents per kilowatthour,million kilowatthours
2022-10,WI,Wisconsin,RES,residential,16.24,1510.33004,cents per kilowatthour,million kilowatthours
2022-10,WV,West Virginia,RES,residential,14.38,693.75457,cents per kilowatthour,million kilowatthours
2022-10,WA,Washington,RES,residential,10.62,2446.59776,cents per kilowatthour,million kilowatthours
2022-10,VA,Virginia,RES,residential,14.41,2792.05804,cents per kilowatthour,million kilowatthours
2022-10,VT,Vermont,RES,residential,20.91,153.52891,cents per kilowatthour,million kilowatthours
2022-10,UT,Utah,RES,residential,10.87,740.20671,cents per kilowatthour,million kilowatthours
2022-10,TX,Texas,RES,residential,14.94,12038.37318,cents per kilowatthour,million kilowatthours
2022-10,TN,Tennessee,RES,residential,12.94,2730.14459,cents per kilowatthour,million kilowatthours
2022-10,SD,South Dakota,RES,residential,13.18,328.67784,cents per kilowatthour,million kilowatthours
2022-10,SC,South Carolina,RES,residential,14.07,1992.28221,cents per kilowatthour,million kilowatthours
2022-10,RI,Rhode Island,RES,residential,24.6,201.5044,cents per kilowatthour,million kilowatthours
2022-10,PA,Pennsylvania,RES,residential,17.51,3604.82471,cents per kilowatthour,million kilowatthours
2022-10,OR,Oregon,RES,residential,11.99,1327.91328,cents per kilowatthour,million kilowatthours
2022-10,ND,North Dakota,RES,residential,11.75,330.07773,cents per kilowatthour,million kilowatthours
2022-10,NC,North Carolina,RES,residential,12.97,3728.81417,cents per kilowatthour,million kilowatthours
2022-10,NY,New York,RES,residential,23.26,3550.87459,cents per kilowatthour,million kilowatthours
2022-10,NM,New Mexico,RES,residential,14.36,499.65566,cents per kilowatthour,million kilowatthours
2022-10,OK,Oklahoma,RES,residential,14.27,1515.89324,cents per kilowatthour,million kilowatthours
2022-10,OH,Ohio,RES,residential,15.08,3300.51906,cents per kilowatthour,million kilowatthours
2022-10,NH,New Hampshire,RES,residential,30.43,306.3912,cents per kilowatthour,million kilowatthours
2022-10,NV,Nevada,RES,residential,15.19,1008.61006,cents per kilowatthour,million kilowatthours
2022-10,NE,Nebraska,RES,residential,11.86,649.47069,cents per kilowatthour,million kilowatthours
2022-10,MT,Montana,RES,residential,12.42,348.14831,cents per kilowatthour,million kilowatthours
2022-10,MO,Missouri,RES,residential,11.58,2179.23749,cents per kilowatthour,million kilowatthours
2022-10,MS,Mississippi,RES,residential,13.2,1322.22914,cents per kilowatthour,million kilowatthours
2022-10,MN,Minnesota,RES,residential,15.07,1496.64739,cents per kilowatthour,million kilowatthours
2022-10,MI,Michigan,RES,residential,18.28,2290.06909,cents per kilowatthour,million kilowatthours
2022-10,MA,Massachusetts,RES,residential,26.15,1447.26959,cents per kilowatthour,million kilowatthours
2022-10,MD,Maryland,RES,residential,15.84,1711.10053,cents per kilowatthour,million kilowatthours
2022-10,ME,Maine,RES,residential,22.97,339.88712,cents per kilowatthour,million kilowatthours
2022-10,LA,Louisiana,RES,residential,14.29,2319.75374,cents per kilowatthour,million kilowatthours
2022-10,KY,Kentucky,RES,residential,14.06,1590.69845,cents per kilowatthour,million kilowatthours
2022-10,KS,Kansas,RES,residential,14.95,894.24518,cents per kilowatthour,million kilowatthours
2022-10,IA,Iowa,RES,residential,13.43,896.68223,cents per kilowatthour,million kilowatthours
2022-10,IN,Indiana,RES,residential,16.7,2002.30263,cents per kilowatthour,million kilowatthours
2022-10,IL,Illinois,RES,residential,17.02,2775.22314,cents per kilowatthour,million kilowatthours
2022-10,ID,Idaho,RES,residential,11.19,600.57294,cents per kilowatthour,million kilowatthours
2022-09,TN,Tennessee,RES,residential,12.69,3826.82364,cents per kilowatthour,million kilowatthours
2022-09,OR,Oregon,RES,residential,11.78,1345.16416,cents per kilowatthour,million kilowatthours
2022-09,OK,Oklahoma,RES,residential,14.2,2191.69105,cents per kilowatthour,million kilowatthours
2022-09,OH,Ohio,RES,residential,14.94,3992.805,cents per kilowatthour,million kilowatthours
2022-09,MN,Minnesota,RES,residential,15.53,1725.50059,cents per kilowatthour,million kilowatthours
2022-09,MI,Michigan,RES,residential,18.29,2675.70835,cents per kilowatthour,million kilowatthours
2022-09,MA,Massachusetts,RES,residential,27.56,1785.82224,cents per kilowatthour,million kilowatthours
2022-09,MD,Maryland,RES,residential,14.55,2061.56355,cents per kilowatthour,million kilowatthours
2022-09,ME,Maine,RES,residential,23.17,395.0012,cents per kilowatthour,million kilowatthours
2022-09,ND,North Dakota,RES,residential,13.06,310.5769,cents per kilowatthour,million kilowatthours
2022-09,NC,North Carolina,RES,residential,12.64,4817.81107,cents per kilowatthour,million kilowatthours
2022-09,NY,New York,RES,residential,23.95,4871.89367,cents per kilowatthour,million kilowatthours
2022-09,NM,New Mexico,RES,residential,14.98,610.83349,cents per kilowatthour,million kilowatthours
2022-09,NJ,New Jersey,RES,residential,16.59,2417.13795,cents per kilowatthour,million kilowatthours
2022-09,NH,New Hampshire,RES,residential,32.26,360.78181,cents per kilowatthour,million kilowatthours
2022-09,NV,Nevada,RES,residential,13.77,1527.72291,cents per kilowatthour,million kilowatthours
2022-09,NE,Nebraska,RES,residential,12.02,851.36451,cents per kilowatthour,million kilowatthours
2022-09,MT,Montana,RES,residential,11.7,415.78378,cents per kilowatthour,million kilowatthours
2022-09,MO,Missouri,RES,residential,13.47,2864.86221,cents per kilowatthour,million kilowatthours
2022-09,MS,Mississippi,RES,residential,13.02,1737.28016,cents per kilowatthour,million kilowatthours
2022-09,LA,Louisiana,RES,residential,14.26,2906.24556,cents per kilowatthour,million kilowatthours
2022-09,KY,Kentucky,RES,residential,13.48,2050.56637,cents per kilowatthour,million kilowatthours
2022-09,KS,Kansas,RES,residential,14.6,1306.26846,cents per kilowatthour,million kilowatthours
2022-09,IA,Iowa,RES,residential,14.34,1078.47875,cents per kilowatthour,million kilowatthours
2022-09,IN,Indiana,RES,residential,14.99,2613.93717,cents per kilowatthour,million kilowatthours
2022-09,IL,Illinois,RES,residential,16.81,3714.87365,cents per kilowatthour,million kilowatthours
2022-09,ID,Idaho,RES,residential,10.47,650.28976,cents per kilowatthour,million kilowatthours
2022-09,HI,Hawaii,RES,residential,45.59,241.10412,cents per kilowatthour,million kilowatthours
2022-09,GA,Georgia,RES,residential,14.87,5119.42987,cents per kilowatthour,million kilowatthours
2022-09,FL,Florida,RES,residential,14.55,12890.223,cents per kilowatthour,million kilowatthours
2022-09,DC,District of Columbia,RES,residential,13.96,220.43734,cents per kilowatthour,million kilowatthours
2022-09,DE,Delaware,RES,residential,14.18,464.46797,cents per kilowatthour,million kilowatthours
2022-09,CT,Connecticut,RES,residential,28.67,952.80038,cents per kilowatthour,million kilowatthours
2022-09,CO,Colorado,RES,residential,15,1748.78515,cents per kilowatthour,million kilowatthours
2022-09,SD,South Dakota,RES,residential,12.97,381.78209,cents per kilowatthour,million kilowatthours
2022-09,SC,South Carolina,RES,residential,14.5,2707.58411,cents per kilowatthour,million kilowatthours
2022-09,RI,Rhode Island,RES,residential,24.39,262.11683,cents per kilowatthour,million kilowatthours
2022-09,PA,Pennsylvania,RES,residential,17.06,4340.24771,cents per kilowatthour,million kilowatthours
2022-09,CA,California,RES,residential,25.96,10324.49803,cents per kilowatthour,million kilowatthours
2022-09,AR,Arkansas,RES,residential,13.21,1685.21873,cents per kilowatthour,million kilowatthours
2022-09,AZ,Arizona,RES,residential,13.27,4121.31293,cents per kilowatthour,million kilowatthours
2022-09,AK,Alaska,RES,residential,23.18,142.61841,cents per kilowatthour,million kilowatthours
2022-09,US,U.S. Total,RES,residential,16.19,129241.3183,cents per kilowatthour,million kilowatthours
2022-09,PACN,Pacific Noncontiguous,RES,residential,37.26,383.72253,cents per kilowatthour,million kilowatthours
2022-09,PACC,Pacific Contiguous,RES,residential,21.91,14168.28745,cents per kilowatthour,million kilowatthours
2022-09,MTN,Mountain,RES,residential,13.28,10311.6558,cents per kilowatthour,million kilowatthours
2022-09,WSC,West South Central,RES,residential,14.52,22782.84774,cents per kilowatthour,million kilowatthours
2022-09,ESC,East South Central,RES,residential,13.65,10398.15492,cents per kilowatthour,million kilowatthours
2022-09,SAT,South Atlantic,RES,residential,14.29,32403.80319,cents per kilowatthour,million kilowatthours
2022-09,WNC,West North Central,RES,residential,13.99,8518.83351,cents per kilowatthour,million kilowatthours
2022-09,ENC,East North Central,RES,residential,16.2,14729.91375,cents per kilowatthour,million kilowatthours
2022-09,MAT,Middle Atlantic,RES,residential,19.85,11629.27933,cents per kilowatthour,million kilowatthours
2022-09,NEW,New England,RES,residential,27.32,3914.82009,cents per kilowatthour,million kilowatthours
2022-09,WY,Wyoming,RES,residential,11.94,189.02502,cents per kilowatthour,million kilowatthours
2022-09,WI,Wisconsin,RES,residential,16.42,1732.58959,cents per kilowatthour,million kilowatthours
2022-09,AL,Alabama,RES,residential,15.48,2783.48475,cents per kilowatthour,million kilowatthours
2022-09,WV,West Virginia,RES,residential,14.03,699.85896,cents per kilowatthour,million kilowatthours
2022-09,WA,Washington,RES,residential,10.6,2498.62526,cents per kilowatthour,million kilowatthours
2022-09,VA,Virginia,RES,residential,14.58,3422.42732,cents per kilowatthour,million kilowatthours
2022-09,VT,Vermont,RES,residential,20.42,158.29764,cents per kilowatthour,million kilowatthours
2022-09,UT,Utah,RES,residential,11.38,1047.90276,cents per kilowatthour,million kilowatthours
2022-09,TX,Texas,RES,residential,14.75,15999.69242,cents per kilowatthour,million kilowatthours
2022-08,PACN,Pacific Noncontiguous,RES,residential,37.49,391.36964,cents per kilowatthour,million kilowatthours
2022-08,NV,Nevada,RES,residential,13.56,1866.73668,cents per kilowatthour,million kilowatthours
2022-08,NE,Nebraska,RES,residential,11.62,1111.43005,cents per kilowatthour,million kilowatthours
2022-08,MT,Montana,RES,residential,11.53,511.32837,cents per kilowatthour,million kilowatthours
2022-08,MO,Missouri,RES,residential,13.96,3883.3094,cents per kilowatthour,million kilowatthours
2022-08,MS,Mississippi,RES,residential,12.33,2034.51023,cents per kilowatthour,million kilowatthours
2022-08,MN,Minnesota,RES,residential,15.26,2126.80186,cents per kilowatthour,million kilowatthours
2022-08,MI,Michigan,RES,residential,18.07,3523.57569,cents per kilowatthour,million kilowatthours
2022-08,MA,Massachusetts,RES,residential,26.46,2131.69953,cents per kilowatthour,million kilowatthours
2022-08,MD,Maryland,RES,residential,14.24,2799.70036,cents per kilowatthour,million kilowatthours
2022-08,ME,Maine,RES,residential,21.08,484.67,cents per kilowatthour,million kilowatthours
2022-08,LA,Louisiana,RES,residential,14.14,3302.83352,cents per kilowatthour,million kilowatthours
2022-08,VA,Virginia,RES,residential,14.14,4510.41723,cents per kilowatthour,million kilowatthours
2022-08,VT,Vermont,RES,residential,19.85,200.63292,cents per kilowatthour,million kilowatthours
2022-08,UT,Utah,RES,residential,11.33,1294.93514,cents per kilowatthour,million kilowatthours
2022-08,TX,Texas,RES,residential,14.12,19798.8313,cents per kilowatthour,million kilowatthours
2022-08,KY,Kentucky,RES,residential,13.57,2691.4351,cents per kilowatthour,million kilowatthours
2022-08,KS,Kansas,RES,residential,14.77,1700.46665,cents per kilowatthour,million kilowatthours
2022-08,IA,Iowa,RES,residential,15.37,1449.73318,cents per kilowatthour,million kilowatthours
2022-08,IN,Indiana,RES,residential,15.15,3564.95676,cents per kilowatthour,million kilowatthours
2022-08,IL,Illinois,RES,residential,16.73,4908.90265,cents per kilowatthour,million kilowatthours
2022-08,ID,Idaho,RES,residential,10.73,906.99803,cents per kilowatthour,million kilowatthours
2022-08,HI,Hawaii,RES,residential,45.56,245.86998,cents per kilowatthour,million kilowatthours
2022-08,GA,Georgia,RES,residential,15.97,6405.92331,cents per kilowatthour,million kilowatthours
2022-08,SD,South Dakota,RES,residential,12.98,462.13325,cents per kilowatthour,million kilowatthours
2022-08,SC,South Carolina,RES,residential,14.27,3364.72315,cents per kilowatthour,million kilowatthours
2022-08,RI,Rhode Island,RES,residential,21.45,383.40439,cents per kilowatthour,million kilowatthours
2022-08,PA,Pennsylvania,RES,residential,16.34,5626.34281,cents per kilowatthour,million kilowatthours
2022-08,OR,Oregon,RES,residential,11.69,1721.75449,cents per kilowatthour,million kilowatthours
2022-08,OK,Oklahoma,RES,residential,14.31,2915.84806,cents per kilowatthour,million kilowatthours
2022-08,OH,Ohio,RES,residential,14.87,5284.98534,cents per kilowatthour,million kilowatthours
2022-08,PACC,Pacific Contiguous,RES,residential,21.74,15478.03175,cents per kilowatthour,million kilowatthours
2022-08,MTN,Mountain,RES,residential,13.16,12494.57564,cents per kilowatthour,million kilowatthours
2022-08,ND,North Dakota,RES,residential,12.76,367.53903,cents per kilowatthour,million kilowatthours
2022-08,NC,North Carolina,RES,residential,11.87,6309.15834,cents per kilowatthour,million kilowatthours
2022-08,NY,New York,RES,residential,21.2,5944.88409,cents per kilowatthour,million kilowatthours
2022-08,NM,New Mexico,RES,residential,14.81,777.40614,cents per kilowatthour,million kilowatthours
2022-08,NJ,New Jersey,RES,residential,17.24,4026.18402,cents per kilowatthour,million kilowatthours
2022-08,NH,New Hampshire,RES,residential,27.42,518.88639,cents per kilowatthour,million kilowatthours
2022-08,WSC,West South Central,RES,residential,14.05,28104.05174,cents per kilowatthour,million kilowatthours
2022-08,ESC,East South Central,RES,residential,13.95,12625.48521,cents per kilowatthour,million kilowatthours
2022-08,SAT,South Atlantic,RES,residential,14.04,39866.8086,cents per kilowatthour,million kilowatthours
2022-08,WNC,West North Central,RES,residential,14.2,11101.41342,cents per kilowatthour,million kilowatthours
2022-08,ENC,East North Central,RES,residential,16.07,19424.87636,cents per kilowatthour,million kilowatthours
2022-08,MAT,Middle Atlantic,RES,residential,18.43,15597.41091,cents per kilowatthour,million kilowatthours
2022-08,NEW,New England,RES,residential,25.44,5187.44364,cents per kilowatthour,million kilowatthours
2022-08,WY,Wyoming,RES,residential,11.89,228.53942,cents per kilowatthour,million kilowatthours
2022-08,WI,Wisconsin,RES,residential,15.72,2142.45592,cents per kilowatthour,million kilowatthours
2022-08,WV,West Virginia,RES,residential,13.83,951.77036,cents per kilowatthour,million kilowatthours
2022-08,WA,Washington,RES,residential,10.41,2987.80951,cents per kilowatthour,million kilowatthours
2022-08,AL,Alabama,RES,residential,15.43,3362.92716,cents per kilowatthour,million kilowatthours
2022-08,CO,Colorado,RES,residential,14.74,2253.91184,cents per kilowatthour,million kilowatthours
2022-08,CA,California,RES,residential,26.49,10768.46775,cents per kilowatthour,million kilowatthours
2022-08,AR,Arkansas,RES,residential,12.83,2086.53886,cents per kilowatthour,million kilowatthours
2022-08,AZ,Arizona,RES,residential,13.18,4654.72002,cents per kilowatthour,million kilowatthours
2022-08,AK,Alaska,RES,residential,23.86,145.49966,cents per kilowatthour,million kilowatthours
2022-08,FL,Florida,RES,residential,14.06,14679.97258,cents per kilowatthour,million kilowatthours
2022-08,DC,District of Columbia,RES,residential,14.06,269.03647,cents per kilowatthour,million kilowatthours
2022-08,DE,Delaware,RES,residential,13.32,576.1068,cents per kilowatthour,million kilowatthours
2022-08,CT,Connecticut,RES,residential,26.5,1468.1504,cents per kilowatthour,million kilowatthours
2022-08,TN,Tennessee,RES,residential,13.81,4536.61273,cents per kilowatthour,million kilowatthours
2022-08,US,U.S. Total,RES,residential,15.82,160271.46691,cents per kilowatthour,million kilowatthours
2022-07,NY,New York,RES,residential,21.88,5637.79053,cents per kilowatthour,million kilowatthours
2022-07,RI,Rhode Island,RES,residential,19.4,375.06287,cents per kilowatthour,million kilowatthours
2022-07,PA,Pennsylvania,RES,residential,16.48,5492.33218,cents per kilowatthour,million kilowatthours
2022-07,MS,Mississippi,RES,residential,12.08,2157.94989,cents per kilowatthour,million kilowatthours
2022-07,MN,Minnesota,RES,residential,15.25,2258.44699,cents per kilowatthour,million kilowatthours
2022-07,MI,Michigan,RES,residential,18.11,3738.5809,cents per kilowatthour,million kilowatthours
2022-07,MA,Massachusetts,RES,residential,23.76,1918.35206,cents per kilowatthour,million kilowatthours
2022-07,MD,Maryland,RES,residential,14.22,2909.94044,cents per kilowatthour,million kilowatthours
2022-07,ME,Maine,RES,residential,22.99,399.76174,cents per kilowatthour,million kilowatthours
2022-07,LA,Louisiana,RES,residential,14.09,3645.41774,cents per kilowatthour,million kilowatthours
2022-07,KY,Kentucky,RES,residential,13.28,2865.62799,cents per kilowatthour,million kilowatthours
2022-07,KS,Kansas,RES,residential,14.77,1727.52323,cents per kilowatthour,million kilowatthours
2022-07,IA,Iowa,RES,residential,15.69,1537.81702,cents per kilowatthour,million kilowatthours
2022-07,IN,Indiana,RES,residential,14.54,3575.09911,cents per kilowatthour,million kilowatthours
2022-07,IL,Illinois,RES,residential,16.36,5260.59156,cents per kilowatthour,million kilowatthours
2022-07,ID,Idaho,RES,residential,11.18,911.23875,cents per kilowatthour,million kilowatthours
2022-07,HI,Hawaii,RES,residential,45.11,237.31857,cents per kilowatthour,million kilowatthours
2022-07,GA,Georgia,RES,residential,15.81,6932.02956,cents per kilowatthour,million kilowatthours
2022-07,FL,Florida,RES,residential,13.91,14660.67379,cents per kilowatthour,million kilowatthours
2022-07,DC,District of Columbia,RES,residential,13.86,270.1728,cents per kilowatthour,million kilowatthours
2022-07,DE,Delaware,RES,residential,13.38,530.45298,cents per kilowatthour,million kilowatthours
2022-07,CT,Connecticut,RES,residential,19.39,1470.26413,cents per kilowatthour,million kilowatthours
2022-07,CO,Colorado,RES,residential,14.42,2278.177,cents per kilowatthour,million kilowatthours
2022-07,CA,California,RES,residential,26.18,8972.98522,cents per kilowatthour,million kilowatthours
2022-07,AR,Arkansas,RES,residential,12.93,2211.67897,cents per kilowatthour,million kilowatthours
2022-07,AZ,Arizona,RES,residential,13.08,5160.66421,cents per kilowatthour,million kilowatthours
2022-07,AK,Alaska,RES,residential,24.36,145.53851,cents per kilowatthour,million kilowatthours
2022-07,US,U.S. Total,RES,residential,15.31,164276.57789,cents per kilowatthour,million kilowatthours
2022-07,PACN,Pacific Noncontiguous,RES,residential,37.22,382.85708,cents per kilowatthour,million kilowatthours
2022-07,PACC,Pacific Contiguous,RES,residential,21.09,13491.55758,cents per kilowatthour,million kilowatthours
2022-07,MTN,Mountain,RES,residential,13.1,13318.79565,cents per kilowatthour,million kilowatthours
2022-07,WSC,West South Central,RES,residential,13.65,29833.3314,cents per kilowatthour,million kilowatthours
2022-07,ESC,East South Central,RES,residential,13.39,13545.11758,cents per kilowatthour,million kilowatthours
2022-07,SAT,South Atlantic,RES,residential,13.87,41472.50783,cents per kilowatthour,million kilowatthours
2022-07,WNC,West North Central,RES,residential,14.16,11616.51036,cents per kilowatthour,million kilowatthours
2022-07,ENC,East North Central,RES,residential,15.82,20474.22769,cents per kilowatthour,million kilowatthours
2022-07,MAT,Middle Atlantic,RES,residential,18.64,15302.24812,cents per kilowatthour,million kilowatthours
2022-07,NEW,New England,RES,residential,21.68,4839.42458,cents per kilowatthour,million kilowatthours
2022-07,WY,Wyoming,RES,residential,11.8,238.30112,cents per kilowatthour,million kilowatthours
2022-07,WI,Wisconsin,RES,residential,15.66,2267.7518,cents per kilowatthour,million kilowatthours
2022-07,WV,West Virginia,RES,residential,13.74,953.00238,cents per kilowatthour,million kilowatthours
2022-07,WA,Washington,RES,residential,10.45,2820.20053,cents per kilowatthour,million kilowatthours
2022-07,VA,Virginia,RES,residential,14.23,4873.58351,cents per kilowatthour,million kilowatthours
2022-07,NM,New Mexico,RES,residential,14.84,819.06867,cents per kilowatthour,million kilowatthours
2022-07,NJ,New Jersey,RES,residential,17.1,4172.12541,cents per kilowatthour,million kilowatthours
2022-07,NH,New Hampshire,RES,residential,21.77,482.44593,cents per kilowatthour,million kilowatthours
2022-07,NV,Nevada,RES,residential,13.48,2034.00755,cents per kilowatthour,million kilowatthours
2022-07,VT,Vermont,RES,residential,19.89,193.53785,cents per kilowatthour,million kilowatthours
2022-07,UT,Utah,RES,residential,11.4,1454.0277,cents per kilowatthour,million kilowatthours
2022-07,TX,Texas,RES,residential,13.71,20742.40778,cents per kilowatthour,million kilowatthours
2022-07,TN,Tennessee,RES,residential,12.93,4814.39684,cents per kilowatthour,million kilowatthours
2022-07,SD,South Dakota,RES,residential,13,467.44511,cents per kilowatthour,million kilowatthours
2022-07,SC,South Carolina,RES,residential,13.7,3661.56189,cents per kilowatthour,million kilowatthours
2022-07,NE,Nebraska,RES,residential,11.9,1114.99287,cents per kilowatthour,million kilowatthours
2022-07,MT,Montana,RES,residential,11.66,423.31064,cents per kilowatthour,million kilowatthours
2022-07,MO,Missouri,RES,residential,13.62,4131.86826,cents per kilowatthour,million kilowatthours
2022-07,AL,Alabama,RES,residential,14.83,3707.14287,cents per kilowatthour,million kilowatthours
2022-07,OR,Oregon,RES,residential,11.82,1698.37183,cents per kilowatthour,million kilowatthours
2022-07,OK,Oklahoma,RES,residential,13.22,3233.82691,cents per kilowatthour,million kilowatthours
2022-07,OH,Ohio,RES,residential,14.66,5632.20432,cents per kilowatthour,million kilowatthours
2022-07,ND,North Dakota,RES,residential,12.56,378.41688,cents per kilowatthour,million kilowatthours
2022-07,NC,North Carolina,RES,residential,11.52,6681.09049,cents per kilowatthour,million kilowatthours
2022-06,MI,Michigan,RES,residential,18.2,3130.84475,cents per kilowatthour,million kilowatthours
2022-06,SAT,South Atlantic,RES,residential,13.62,35737.46304,cents per kilowatthour,million kilowatthours
2022-06,WNC,West North Central,RES,residential,13.95,9561.2068,cents per kilowatthour,million kilowatthours
2022-06,US,U.S. Total,RES,residential,15.3,136310.28781,cents per kilowatthour,million kilowatthours
2022-06,PACN,Pacific Noncontiguous,RES,residential,36.61,362.98627,cents per kilowatthour,million kilowatthours
2022-06,TN,Tennessee,RES,residential,12.2,3742.43474,cents per kilowatthour,million kilowatthours
2022-06,SD,South Dakota,RES,residential,13.25,372.6362,cents per kilowatthour,million kilowatthours
2022-06,SC,South Carolina,RES,residential,13.67,3142.33263,cents per kilowatthour,million kilowatthours
2022-06,RI,Rhode Island,RES,residential,23.52,195.27368,cents per kilowatthour,million kilowatthours
2022-06,PA,Pennsylvania,RES,residential,16.36,4383.46812,cents per kilowatthour,million kilowatthours
2022-06,OR,Oregon,RES,residential,11.88,1354.85731,cents per kilowatthour,million kilowatthours
2022-06,PACC,Pacific Contiguous,RES,residential,22.32,11516.10469,cents per kilowatthour,million kilowatthours
2022-06,MTN,Mountain,RES,residential,13.03,10753.67243,cents per kilowatthour,million kilowatthours
2022-06,WSC,West South Central,RES,residential,13.34,25052.96064,cents per kilowatthour,million kilowatthours
2022-06,ESC,East South Central,RES,residential,13.14,11165.41537,cents per kilowatthour,million kilowatthours
2022-06,ENC,East North Central,RES,residential,15.8,17117.123,cents per kilowatthour,million kilowatthours
2022-06,MAT,Middle Atlantic,RES,residential,18.78,11433.85216,cents per kilowatthour,million kilowatthours
2022-06,NEW,New England,RES,residential,24.46,3609.50345,cents per kilowatthour,million kilowatthours
2022-06,WV,West Virginia,RES,residential,13.73,812.67283,cents per kilowatthour,million kilowatthours
2022-06,WA,Washington,RES,residential,10.52,2560.68366,cents per kilowatthour,million kilowatthours
2022-06,VA,Virginia,RES,residential,13.32,3856.94486,cents per kilowatthour,million kilowatthours
2022-06,VT,Vermont,RES,residential,20.16,157.79696,cents per kilowatthour,million kilowatthours
2022-06,UT,Utah,RES,residential,11.09,1024.1927,cents per kilowatthour,million kilowatthours
2022-06,WY,Wyoming,RES,residential,11.74,199.90641,cents per kilowatthour,million kilowatthours
2022-06,WI,Wisconsin,RES,residential,16.2,1938.92423,cents per kilowatthour,million kilowatthours
2022-06,TX,Texas,RES,residential,13.49,17653.23722,cents per kilowatthour,million kilowatthours
2022-06,MA,Massachusetts,RES,residential,25.02,1492.61157,cents per kilowatthour,million kilowatthours
2022-06,MD,Maryland,RES,residential,14.61,2274.33026,cents per kilowatthour,million kilowatthours
2022-06,ME,Maine,RES,residential,24.11,356.43755,cents per kilowatthour,million kilowatthours
2022-06,LA,Louisiana,RES,residential,13.04,3232.64444,cents per kilowatthour,million kilowatthours
